run#,time,req/s,cpu,mem
776,211.87,80.24,NaN,NaN
777,217.84,78.04,NaN,NaN
778,257.09,66.12,NaN,NaN
779,255.28,66.59,NaN,NaN
780,249.89,68.03,NaN,NaN
781,233.94,72.67,NaN,NaN
782,219.27,77.53,NaN,NaN
783,213.63,79.58,NaN,NaN
784,235.45,72.20,NaN,NaN
785,234.31,72.55,NaN,NaN
786,269.58,63.06,NaN,NaN
787,290.47,58.52,NaN,NaN
788,237.11,71.70,NaN,NaN
789,227.56,74.71,NaN,NaN
790,244.44,69.55,NaN,NaN
791,258.75,65.70,NaN,NaN
792,231.94,73.29,NaN,NaN
793,227.66,74.67,NaN,NaN
794,241.04,70.53,NaN,NaN
795,230.71,73.69,NaN,NaN
796,216.74,78.44,NaN,NaN
797,300.76,56.52,NaN,NaN
798,219.55,77.43,NaN,NaN
799,260.07,65.37,NaN,NaN
800,225.16,75.50,NaN,NaN
801,318.79,53.33,NaN,NaN
802,230.13,73.87,NaN,NaN
803,271.45,62.63,NaN,NaN
804,228.28,74.47,NaN,NaN
805,233.43,72.83,NaN,NaN
806,214.90,79.11,NaN,NaN
807,260.49,65.26,NaN,NaN
808,273.68,62.12,NaN,NaN
809,269.59,63.06,NaN,NaN
810,249.55,68.12,NaN,NaN
811,244.52,69.52,NaN,NaN
812,249.49,68.14,NaN,NaN
813,234.80,72.40,NaN,NaN
814,256.59,66.25,NaN,NaN
815,274.39,61.96,NaN,NaN
816,237.94,71.45,NaN,NaN
817,235.94,72.05,NaN,NaN
818,226.94,74.91,NaN,NaN
819,225.41,75.42,NaN,NaN
820,236.09,72.01,NaN,NaN
821,234.63,72.46,NaN,NaN
822,233.29,72.87,NaN,NaN
823,261.13,65.10,NaN,NaN
824,227.10,74.86,NaN,NaN
825,262.68,64.72,NaN,NaN
826,253.92,66.95,NaN,NaN
827,251.01,67.73,NaN,NaN
828,278.22,61.10,NaN,NaN
829,258.97,65.64,NaN,NaN
830,310.99,54.66,NaN,NaN
831,238.85,71.17,NaN,NaN
832,258.97,65.65,NaN,NaN
833,245.21,69.33,NaN,NaN
834,257.74,65.96,NaN,NaN
835,256.37,66.31,NaN,NaN
836,245.38,69.28,NaN,NaN
837,291.83,58.25,NaN,NaN
838,233.50,72.80,NaN,NaN
839,253.80,66.98,NaN,NaN
840,228.72,74.33,NaN,NaN
841,224.04,75.88,NaN,NaN
842,207.59,81.89,NaN,NaN
843,286.59,59.32,NaN,NaN
844,252.82,67.24,NaN,NaN
845,248.92,68.30,NaN,NaN
846,361.98,46.96,NaN,NaN
847,241.43,70.41,NaN,NaN
848,288.21,58.98,NaN,NaN
849,281.03,60.49,NaN,NaN
850,214.53,79.24,NaN,NaN
851,238.56,71.26,NaN,NaN
852,255.48,66.54,NaN,NaN
853,246.60,68.94,NaN,NaN
854,249.99,68.00,NaN,NaN
855,217.58,78.13,NaN,NaN
856,238.80,71.19,NaN,NaN
857,247.71,68.63,NaN,NaN
858,237.04,71.72,NaN,NaN
859,240.72,70.62,NaN,NaN
860,237.90,71.46,NaN,NaN
861,312.62,54.38,NaN,NaN
862,267.54,63.54,NaN,NaN
863,229.44,74.09,NaN,NaN
864,205.42,82.76,NaN,NaN
865,244.72,69.47,NaN,NaN
866,275.22,61.77,NaN,NaN
867,265.66,63.99,NaN,NaN
868,246.86,68.86,NaN,NaN
869,240.48,70.69,NaN,NaN
870,253.96,66.94,NaN,NaN
871,227.44,74.74,NaN,NaN
872,229.37,74.11,NaN,NaN
873,251.55,67.58,NaN,NaN
874,242.32,70.15,NaN,NaN
875,250.38,67.90,NaN,NaN
876,260.97,65.14,NaN,NaN
877,240.79,70.60,NaN,NaN
878,241.71,70.33,NaN,NaN
879,236.92,71.75,NaN,NaN
880,227.84,74.61,NaN,NaN
881,281.31,60.43,NaN,NaN
882,249.55,68.12,NaN,NaN
883,226.78,74.96,NaN,NaN
884,240.73,70.62,NaN,NaN
885,219.56,77.43,NaN,NaN
886,273.88,62.07,NaN,NaN
887,241.08,70.52,NaN,NaN
888,221.82,76.64,NaN,NaN
889,230.76,73.67,NaN,NaN
890,260.59,65.24,NaN,NaN
891,247.00,68.83,NaN,NaN
892,314.26,54.10,NaN,NaN
893,250.60,67.84,NaN,NaN
894,232.05,73.26,NaN,NaN
895,248.99,68.28,NaN,NaN
896,201.74,84.27,NaN,NaN
897,237.44,71.60,NaN,NaN
898,274.22,61.99,NaN,NaN
899,236.62,71.84,NaN,NaN
900,262.75,64.70,NaN,NaN
901,226.86,74.94,NaN,NaN
902,239.70,70.92,NaN,NaN
903,219.17,77.56,NaN,NaN
904,264.45,64.28,NaN,NaN
905,235.10,72.31,NaN,NaN
906,237.47,71.59,NaN,NaN
907,259.28,65.57,NaN,NaN
908,238.59,71.25,NaN,NaN
909,217.00,78.34,NaN,NaN
910,237.43,71.60,NaN,NaN
911,263.42,64.54,NaN,NaN
912,249.64,68.10,NaN,NaN
913,265.85,63.94,NaN,NaN
914,235.59,72.16,NaN,NaN
915,271.17,62.69,NaN,NaN
916,232.27,73.19,NaN,NaN
917,253.88,66.96,NaN,NaN
918,243.86,69.71,NaN,NaN
919,250.11,67.97,NaN,NaN
920,246.97,68.83,NaN,NaN
921,234.87,72.38,NaN,NaN
922,275.62,61.68,NaN,NaN
923,236.88,71.77,NaN,NaN
924,240.63,70.65,NaN,NaN
925,239.57,70.96,NaN,NaN
926,224.02,75.89,NaN,NaN
927,234.49,72.50,NaN,NaN
928,254.45,66.81,NaN,NaN
929,234.37,72.53,NaN,NaN
930,226.44,75.07,NaN,NaN
931,256.57,66.26,NaN,NaN
932,243.62,69.78,NaN,NaN
933,212.79,79.89,NaN,NaN
934,217.94,78.00,NaN,NaN
935,230.88,73.63,NaN,NaN
936,240.99,70.54,NaN,NaN
937,209.29,81.23,NaN,NaN
938,258.79,65.69,NaN,NaN
939,240.46,70.70,NaN,NaN
940,236.74,71.81,NaN,NaN
941,232.55,73.10,NaN,NaN
942,213.69,79.55,NaN,NaN
943,234.36,72.54,NaN,NaN
944,225.69,75.32,NaN,NaN
945,233.32,72.86,NaN,NaN
946,244.57,69.51,NaN,NaN
947,250.18,67.95,NaN,NaN
948,262.97,64.65,NaN,NaN
949,224.37,75.77,NaN,NaN
950,254.81,66.72,NaN,NaN
951,234.64,72.45,NaN,NaN
952,254.29,66.85,NaN,NaN
953,263.10,64.61,NaN,NaN
954,214.36,79.31,NaN,NaN
955,263.19,64.59,NaN,NaN
956,236.92,71.75,NaN,NaN
957,239.78,70.90,NaN,NaN
958,238.96,71.14,NaN,NaN
959,240.45,70.70,NaN,NaN
960,252.88,67.23,NaN,NaN
961,252.84,67.24,NaN,NaN
962,245.22,69.32,NaN,NaN
963,248.66,68.37,NaN,NaN
964,241.46,70.40,NaN,NaN
965,265.49,64.03,NaN,NaN
966,261.52,65.00,NaN,NaN
967,212.74,79.91,NaN,NaN
968,238.29,71.34,NaN,NaN
969,264.86,64.18,NaN,NaN
970,268.20,63.39,NaN,NaN
971,220.78,77.00,NaN,NaN
972,236.40,71.91,NaN,NaN
973,256.57,66.26,NaN,NaN
974,252.92,67.21,NaN,NaN
975,237.81,71.49,NaN,NaN
976,228.50,74.40,NaN,NaN
977,211.57,80.35,NaN,NaN
978,249.29,68.19,NaN,NaN
979,230.71,73.69,NaN,NaN
980,219.14,77.58,NaN,NaN
981,219.39,77.49,NaN,NaN
982,257.24,66.08,NaN,NaN
983,255.36,66.57,NaN,NaN
984,276.18,61.56,NaN,NaN
985,244.02,69.67,NaN,NaN
986,277.67,61.22,NaN,NaN
987,257.30,66.07,NaN,NaN
988,271.38,62.64,NaN,NaN
989,245.99,69.11,NaN,NaN
990,222.61,76.37,NaN,NaN
991,241.27,70.46,NaN,NaN
992,263.13,64.61,NaN,NaN
993,249.75,68.07,NaN,NaN
994,239.91,70.86,NaN,NaN
995,239.35,71.03,NaN,NaN
996,207.84,81.80,NaN,NaN
997,216.97,78.35,NaN,NaN
998,225.33,75.44,NaN,NaN
999,223.44,76.08,NaN,NaN
1000,203.26,83.64,NaN,NaN
1001,225.71,75.32,NaN,NaN
1002,226.31,75.12,NaN,NaN
1003,219.48,77.46,NaN,NaN
1004,229.10,74.20,NaN,NaN
1005,255.13,66.63,NaN,NaN
1006,239.88,70.87,NaN,NaN
1007,242.77,70.03,NaN,NaN
1008,264.65,64.24,NaN,NaN
1009,250.75,67.80,NaN,NaN
1010,236.75,71.81,NaN,NaN
1011,255.89,66.43,NaN,NaN
1012,244.53,69.52,NaN,NaN
1013,250.56,67.85,NaN,NaN
1014,227.51,74.72,NaN,NaN
1015,337.40,50.39,NaN,NaN
1016,255.41,66.56,NaN,NaN
1017,215.23,78.99,NaN,NaN
1018,237.33,71.63,NaN,NaN
1019,240.28,70.75,NaN,NaN
1020,235.79,72.10,NaN,NaN
1021,220.79,76.99,NaN,NaN
1022,246.97,68.84,NaN,NaN
1023,234.59,72.47,NaN,NaN
1024,226.38,75.09,NaN,NaN
1025,217.95,78.00,NaN,NaN
1026,222.86,76.28,NaN,NaN
1027,230.44,73.77,NaN,NaN
1028,224.16,75.84,NaN,NaN
1029,219.45,77.47,NaN,NaN
1030,253.39,67.09,NaN,NaN
1031,285.55,59.53,NaN,NaN
1032,253.04,67.18,NaN,NaN
1033,246.64,68.93,NaN,NaN
1034,272.70,62.34,NaN,NaN
1035,224.92,75.58,NaN,NaN
1036,278.33,61.08,NaN,NaN
1037,231.85,73.32,NaN,NaN
1038,254.02,66.92,NaN,NaN
1039,238.64,71.24,NaN,NaN
1040,251.25,67.66,NaN,NaN
1041,258.59,65.74,NaN,NaN
1042,256.21,66.35,NaN,NaN
1043,259.39,65.54,NaN,NaN
1044,233.42,72.83,NaN,NaN
1045,221.38,76.79,NaN,NaN
1046,241.49,70.40,NaN,NaN
1047,224.65,75.67,NaN,NaN
1048,240.79,70.60,NaN,NaN
1049,251.23,67.67,NaN,NaN
1050,235.42,72.21,NaN,NaN
1051,252.55,67.31,NaN,NaN
1052,259.38,65.54,NaN,NaN
1053,245.95,69.12,NaN,NaN
1054,247.79,68.61,NaN,NaN
1055,253.22,67.13,NaN,NaN
1056,260.90,65.16,NaN,NaN
1057,249.72,68.08,NaN,NaN
1058,239.50,70.98,NaN,NaN
1059,259.01,65.63,NaN,NaN
1060,222.21,76.50,NaN,NaN
1061,250.32,67.91,NaN,NaN
1062,245.81,69.16,NaN,NaN
1063,244.94,69.40,NaN,NaN
1064,241.86,70.29,NaN,NaN
1065,264.05,64.38,NaN,NaN
1066,229.87,73.96,NaN,NaN
1067,273.60,62.13,NaN,NaN
1068,238.31,71.34,NaN,NaN
1069,241.33,70.44,NaN,NaN
1070,234.37,72.54,NaN,NaN
1071,223.14,76.19,NaN,NaN
1072,250.94,67.75,NaN,NaN
1073,244.15,69.63,NaN,NaN
1074,245.42,69.27,NaN,NaN
1075,312.81,54.35,NaN,NaN
1076,228.06,74.54,NaN,NaN
1077,292.96,58.03,NaN,NaN
1078,238.21,71.37,NaN,NaN
1079,268.31,63.36,NaN,NaN
1080,229.19,74.17,NaN,NaN
1081,238.17,71.38,NaN,NaN
1082,260.22,65.33,NaN,NaN
1083,257.28,66.08,NaN,NaN
1084,305.64,55.62,NaN,NaN
1085,263.12,64.61,NaN,NaN
1086,241.14,70.50,NaN,NaN
1087,229.84,73.96,NaN,NaN
1088,243.52,69.81,NaN,NaN
1089,259.17,65.59,NaN,NaN
1090,257.37,66.05,NaN,NaN
1091,224.23,75.81,NaN,NaN
1092,250.11,67.97,NaN,NaN
1093,264.38,64.30,NaN,NaN
1094,298.26,57.00,NaN,NaN
1095,269.71,63.03,NaN,NaN
1096,272.04,62.49,NaN,NaN
1097,258.05,65.88,NaN,NaN
1098,255.77,66.47,NaN,NaN
1099,229.24,74.16,NaN,NaN
1100,264.37,64.30,NaN,NaN
1101,243.11,69.93,NaN,NaN
1102,210.10,80.91,NaN,NaN
1103,217.05,78.32,NaN,NaN
1104,244.35,69.57,NaN,NaN
1105,263.24,64.58,NaN,NaN
1106,286.21,59.40,NaN,NaN
1107,283.15,60.04,NaN,NaN
1108,278.31,61.08,NaN,NaN
1109,253.88,66.96,NaN,NaN
1110,265.71,63.98,NaN,NaN
1111,283.20,60.03,NaN,NaN
1112,219.98,77.28,NaN,NaN
1113,277.90,61.17,NaN,NaN
1114,246.35,69.01,NaN,NaN
1115,246.01,69.10,NaN,NaN
1116,269.87,62.99,NaN,NaN
1117,281.18,60.46,NaN,NaN
1118,259.41,65.53,NaN,NaN
1119,253.07,67.17,NaN,NaN
1120,269.79,63.01,NaN,NaN
1121,235.18,72.29,NaN,NaN
1122,241.99,70.25,NaN,NaN
1123,266.85,63.71,NaN,NaN
1124,234.84,72.39,NaN,NaN
1125,242.61,70.07,NaN,NaN
1126,247.16,68.78,NaN,NaN
1127,268.66,63.28,NaN,NaN
1128,286.21,59.40,NaN,NaN
1129,248.20,68.49,NaN,NaN
1130,237.16,71.68,NaN,NaN
1131,235.15,72.29,NaN,NaN
1132,231.90,73.31,NaN,NaN
1133,232.63,73.08,NaN,NaN
1134,251.19,67.68,NaN,NaN
1135,226.31,75.12,NaN,NaN
1136,263.12,64.61,NaN,NaN
1137,247.77,68.61,NaN,NaN
1138,267.58,63.53,NaN,NaN
1139,252.72,67.27,NaN,NaN
1140,236.14,71.99,NaN,NaN
1141,254.24,66.87,NaN,NaN
1142,265.56,64.01,NaN,NaN
1143,243.08,69.94,NaN,NaN
1144,244.98,69.39,NaN,NaN
1145,257.24,66.09,NaN,NaN
1146,280.66,60.57,NaN,NaN
1147,258.76,65.70,NaN,NaN
1148,226.87,74.93,NaN,NaN
1149,273.34,62.19,NaN,NaN
1150,282.70,60.13,NaN,NaN
1151,273.26,62.21,NaN,NaN
1152,263.78,64.45,NaN,NaN
1153,262.84,64.68,NaN,NaN
1154,268.96,63.21,NaN,NaN
1155,243.10,69.93,NaN,NaN
1156,250.35,67.91,NaN,NaN
1157,255.13,66.63,NaN,NaN
1158,258.22,65.83,NaN,NaN
1159,261.58,64.99,NaN,NaN
1160,242.42,70.13,NaN,NaN
1161,251.95,67.47,NaN,NaN
1162,251.94,67.48,NaN,NaN
1163,281.69,60.35,NaN,NaN
1164,244.41,69.55,NaN,NaN
1165,245.61,69.22,NaN,NaN
1166,245.33,69.29,NaN,NaN
1167,237.02,71.72,NaN,NaN
1168,222.96,76.25,NaN,NaN
1169,227.76,74.64,NaN,NaN
1170,238.37,71.32,NaN,NaN
1171,254.12,66.90,NaN,NaN
1172,247.30,68.74,NaN,NaN
1173,246.98,68.83,NaN,NaN
1174,265.21,64.10,NaN,NaN
1175,255.56,66.52,NaN,NaN
1176,241.01,70.54,NaN,NaN
1177,219.02,77.62,NaN,NaN
1178,246.27,69.03,NaN,NaN
1179,302.91,56.12,NaN,NaN
1180,216.64,78.47,NaN,NaN
1181,224.29,75.79,NaN,NaN
1182,256.30,66.33,NaN,NaN
1183,228.69,74.34,NaN,NaN
1184,257.07,66.13,NaN,NaN
1185,236.44,71.90,NaN,NaN
1186,286.91,59.25,NaN,NaN
1187,272.96,62.28,NaN,NaN
1188,259.65,65.47,NaN,NaN
1189,263.25,64.58,NaN,NaN
1190,255.23,66.61,NaN,NaN
1191,287.61,59.11,NaN,NaN
1192,244.72,69.47,NaN,NaN
1193,384.17,44.25,NaN,NaN
1194,261.56,64.99,NaN,NaN
1195,272.09,62.48,NaN,NaN
1196,281.26,60.44,NaN,NaN
1197,252.65,67.29,NaN,NaN
1198,248.81,68.33,NaN,NaN
1199,237.22,71.66,NaN,NaN
1200,251.90,67.49,NaN,NaN
1201,222.47,76.42,NaN,NaN
1202,253.21,67.14,NaN,NaN
1203,255.62,66.51,NaN,NaN
1204,240.02,70.83,NaN,NaN
1205,219.97,77.28,NaN,NaN
1206,251.12,67.70,NaN,NaN
1207,254.90,66.69,NaN,NaN
1208,243.72,69.75,NaN,NaN
1209,287.70,59.09,NaN,NaN
1210,238.12,71.39,NaN,NaN
1211,241.03,70.53,NaN,NaN
1212,236.96,71.74,NaN,NaN
1213,239.81,70.89,NaN,NaN
1214,258.45,65.78,NaN,NaN
1215,223.79,75.96,NaN,NaN
1216,259.98,65.39,NaN,NaN
1217,241.65,70.35,NaN,NaN
1218,323.00,52.63,NaN,NaN
1219,264.80,64.20,NaN,NaN
1220,283.84,59.89,NaN,NaN
1221,266.00,63.91,NaN,NaN
1222,234.65,72.45,NaN,NaN
1223,261.89,64.91,NaN,NaN
1224,293.00,58.02,NaN,NaN
1225,275.94,61.61,NaN,NaN
1226,256.70,66.23,NaN,NaN
1227,275.15,61.78,NaN,NaN
1228,338.47,50.23,NaN,NaN
1229,297.87,57.07,NaN,NaN
1230,288.14,59.00,NaN,NaN
1231,260.28,65.31,NaN,NaN
1232,240.97,70.55,NaN,NaN
1233,253.74,67.00,NaN,NaN
1234,247.01,68.82,NaN,NaN
1235,246.17,69.06,NaN,NaN
1236,248.40,68.44,NaN,NaN
1237,232.08,73.25,NaN,NaN
1238,282.54,60.17,NaN,NaN
1239,265.63,64.00,NaN,NaN
1240,257.65,65.98,NaN,NaN
1241,256.75,66.21,NaN,NaN
1242,271.05,62.72,NaN,NaN
1243,232.86,73.01,NaN,NaN
1244,277.82,61.19,NaN,NaN
1245,241.10,70.51,NaN,NaN
1246,274.69,61.89,NaN,NaN
1247,234.16,72.60,NaN,NaN
1248,252.81,67.24,NaN,NaN
1249,252.65,67.29,NaN,NaN
1250,266.65,63.75,NaN,NaN
1251,235.14,72.30,NaN,NaN
1252,273.16,62.23,NaN,NaN
1253,254.95,66.68,NaN,NaN
1254,275.99,61.60,NaN,NaN
1255,248.28,68.47,NaN,NaN
1256,241.75,70.32,NaN,NaN
1257,240.37,70.73,NaN,NaN
1258,239.05,71.12,NaN,NaN
1259,237.33,71.63,NaN,NaN
1260,285.80,59.48,NaN,NaN
1261,281.28,60.44,NaN,NaN
1262,228.09,74.53,NaN,NaN
1263,278.32,61.08,NaN,NaN
1264,230.96,73.61,NaN,NaN
1265,249.82,68.05,NaN,NaN
1266,236.95,71.74,NaN,NaN
1267,250.92,67.75,NaN,NaN
1268,232.55,73.10,NaN,NaN
1269,255.54,66.53,NaN,NaN
1270,226.86,74.94,NaN,NaN
1271,260.82,65.18,NaN,NaN
1272,255.84,66.45,NaN,NaN
1273,297.90,57.07,NaN,NaN
1274,267.52,63.55,NaN,NaN
1275,281.63,60.36,NaN,NaN
1276,226.69,74.99,NaN,NaN
1277,242.72,70.04,NaN,NaN
1278,220.56,77.08,NaN,NaN
1279,254.98,66.67,NaN,NaN
1280,220.49,77.10,NaN,NaN
1281,239.71,70.92,NaN,NaN
1282,258.86,65.67,NaN,NaN
1283,277.50,61.26,NaN,NaN
1284,251.88,67.49,NaN,NaN
1285,235.45,72.20,NaN,NaN
1286,257.18,66.10,NaN,NaN
1287,256.52,66.27,NaN,NaN
1288,226.36,75.10,NaN,NaN
1289,318.52,53.37,NaN,NaN
1290,229.76,73.99,NaN,NaN
1291,257.42,66.04,NaN,NaN
1292,228.46,74.41,NaN,NaN
1293,256.90,66.17,NaN,NaN
1294,267.72,63.50,NaN,NaN
1295,220.77,77.00,NaN,NaN
1296,282.07,60.27,NaN,NaN
1297,223.57,76.04,NaN,NaN
1298,285.39,59.57,NaN,NaN
1299,238.55,71.26,NaN,NaN
1300,231.11,73.56,NaN,NaN
1301,243.06,69.94,NaN,NaN
1302,226.80,74.96,NaN,NaN
1303,222.26,76.49,NaN,NaN
1304,236.14,71.99,NaN,NaN
1305,268.04,63.42,NaN,NaN
1306,266.98,63.67,NaN,NaN
1307,231.47,73.44,NaN,NaN
1308,265.29,64.08,NaN,NaN
1309,289.04,58.81,NaN,NaN
1310,271.64,62.58,NaN,NaN
1311,286.81,59.27,NaN,NaN
1312,282.96,60.08,NaN,NaN
1313,245.54,69.24,NaN,NaN
1314,244.84,69.43,NaN,NaN
1315,269.18,63.16,NaN,NaN
1316,263.00,64.64,NaN,NaN
1317,267.43,63.57,NaN,NaN
1318,243.90,69.70,NaN,NaN
1319,251.04,67.72,NaN,NaN
1320,226.40,75.09,NaN,NaN
1321,237.02,71.72,NaN,NaN
1322,233.27,72.88,NaN,NaN
1323,230.96,73.60,NaN,NaN
1324,274.85,61.85,NaN,NaN
1325,254.00,66.93,NaN,NaN
1326,237.55,71.56,NaN,NaN
1327,261.21,65.08,NaN,NaN
1328,263.23,64.58,NaN,NaN
1329,271.88,62.53,NaN,NaN
1330,291.86,58.25,NaN,NaN
1331,264.96,64.16,NaN,NaN
1332,309.11,55.00,NaN,NaN
1333,239.66,70.93,NaN,NaN
1334,298.53,56.95,NaN,NaN
1335,265.86,63.94,NaN,NaN
1336,234.90,72.37,NaN,NaN
1337,256.89,66.18,NaN,NaN
1338,243.90,69.70,NaN,NaN
1339,261.14,65.10,NaN,NaN
1340,255.81,66.46,NaN,NaN
1341,265.69,63.98,NaN,NaN
1342,245.23,69.32,NaN,NaN
1343,215.87,78.75,NaN,NaN
1344,282.39,60.20,NaN,NaN
1345,223.69,76.00,NaN,NaN
1346,250.92,67.75,NaN,NaN
1347,256.15,66.37,NaN,NaN
1348,305.84,55.58,NaN,NaN
1349,309.77,54.88,NaN,NaN
1350,279.96,60.72,NaN,NaN
1351,254.39,66.83,NaN,NaN
1352,270.96,62.74,NaN,NaN
1353,290.75,58.47,NaN,NaN
1354,242.98,69.96,NaN,NaN
1355,247.80,68.60,NaN,NaN
1356,263.39,64.54,NaN,NaN
1357,289.19,58.78,NaN,NaN
1358,268.54,63.31,NaN,NaN
1359,270.47,62.85,NaN,NaN
1360,259.11,65.61,NaN,NaN
1361,233.30,72.87,NaN,NaN
1362,238.38,71.31,NaN,NaN
1363,242.27,70.17,NaN,NaN
1364,237.39,71.61,NaN,NaN
1365,220.88,76.97,NaN,NaN
1366,243.88,69.71,NaN,NaN
1367,238.15,71.38,NaN,NaN
1368,217.74,78.07,NaN,NaN
1369,242.82,70.01,NaN,NaN
1370,256.45,66.29,NaN,NaN
1371,289.56,58.71,NaN,NaN
1372,281.18,60.46,NaN,NaN
1373,237.22,71.66,NaN,NaN
1374,242.22,70.18,NaN,NaN
1375,223.35,76.11,NaN,NaN
1376,265.49,64.03,NaN,NaN
1377,238.82,71.18,NaN,NaN
1378,233.25,72.88,NaN,NaN
1379,220.74,77.02,NaN,NaN
1380,244.97,69.40,NaN,NaN
1381,238.07,71.41,NaN,NaN
1382,235.38,72.22,NaN,NaN
1383,287.58,59.11,NaN,NaN
1384,244.65,69.49,NaN,NaN
1385,246.30,69.02,NaN,NaN
1386,256.67,66.23,NaN,NaN
1387,259.26,65.57,NaN,NaN
1388,1139.02,14.93,NaN,NaN
1389,242.07,70.23,NaN,NaN
1390,233.80,72.71,NaN,NaN
1391,334.15,50.87,NaN,NaN
1392,273.16,62.23,NaN,NaN
1393,240.74,70.62,NaN,NaN
1394,294.15,57.79,NaN,NaN
1395,226.06,75.20,NaN,NaN
1396,225.77,75.30,NaN,NaN
1397,231.51,73.43,NaN,NaN
1398,246.58,68.94,NaN,NaN
1399,235.60,72.16,NaN,NaN
1400,254.08,66.91,NaN,NaN
1401,228.97,74.24,NaN,NaN
1402,250.82,67.78,NaN,NaN
1403,229.16,74.18,NaN,NaN
1404,258.68,65.72,NaN,NaN
1405,211.10,80.53,NaN,NaN
1406,233.59,72.78,NaN,NaN
1407,235.14,72.30,NaN,NaN
1408,259.54,65.50,NaN,NaN
1409,263.01,64.64,NaN,NaN
1410,243.32,69.87,NaN,NaN
1411,263.53,64.51,NaN,NaN
1412,271.28,62.67,NaN,NaN
1413,253.36,67.10,NaN,NaN
1414,239.12,71.09,NaN,NaN
1415,257.97,65.90,NaN,NaN
1416,250.85,67.77,NaN,NaN
1417,226.34,75.11,NaN,NaN
1418,218.95,77.64,NaN,NaN
1419,237.34,71.63,NaN,NaN
1420,240.41,70.71,NaN,NaN
1421,217.14,78.29,NaN,NaN
1422,243.03,69.95,NaN,NaN
1423,236.94,71.75,NaN,NaN
1424,235.70,72.12,NaN,NaN
1425,279.51,60.82,NaN,NaN
1426,243.24,69.89,NaN,NaN
1427,235.05,72.33,NaN,NaN
1428,229.00,74.24,NaN,NaN
1429,266.23,63.86,NaN,NaN
1430,239.08,71.11,NaN,NaN
1431,241.96,70.26,NaN,NaN
1432,229.30,74.14,NaN,NaN
1433,250.61,67.83,NaN,NaN
1434,223.31,76.13,NaN,NaN
1435,246.83,68.87,NaN,NaN
1436,248.97,68.28,NaN,NaN
1437,247.02,68.82,NaN,NaN
1438,238.82,71.18,NaN,NaN
1439,276.84,61.41,NaN,NaN
1440,239.50,70.98,NaN,NaN
1441,225.95,75.24,NaN,NaN
1442,240.25,70.76,NaN,NaN
1443,245.50,69.25,NaN,NaN
1444,260.43,65.28,NaN,NaN
1445,262.74,64.70,NaN,NaN
1446,436.34,38.96,NaN,NaN
1447,278.66,61.01,NaN,NaN
1448,246.02,69.10,NaN,NaN
1449,238.74,71.21,NaN,NaN
1450,232.10,73.24,NaN,NaN
1451,267.34,63.59,NaN,NaN
1452,253.51,67.06,NaN,NaN
1453,231.31,73.49,NaN,NaN
1454,273.03,62.26,NaN,NaN
1455,224.63,75.68,NaN,NaN
1456,220.69,77.03,NaN,NaN
1457,280.90,60.52,NaN,NaN
1458,248.07,68.53,NaN,NaN
1459,246.40,68.99,NaN,NaN
1460,241.64,70.35,NaN,NaN
1461,260.13,65.35,NaN,NaN
1462,223.60,76.03,NaN,NaN
1463,236.72,71.82,NaN,NaN
1464,244.82,69.44,NaN,NaN
1465,336.29,50.55,NaN,NaN
1466,260.59,65.24,NaN,NaN
1467,245.52,69.24,NaN,NaN
1468,239.38,71.02,NaN,NaN
1469,256.79,66.20,NaN,NaN
1470,262.22,64.83,NaN,NaN
1471,236.86,71.77,NaN,NaN
1472,223.59,76.03,NaN,NaN
1473,226.79,74.96,NaN,NaN
1474,261.63,64.98,NaN,NaN
1475,255.89,66.44,NaN,NaN
1476,226.57,75.03,NaN,NaN
1477,239.30,71.04,NaN,NaN
1478,245.60,69.22,NaN,NaN
1479,254.27,66.86,NaN,NaN
1480,311.04,54.65,NaN,NaN
1481,259.26,65.57,NaN,NaN
1482,240.07,70.81,NaN,NaN
1483,264.42,64.29,NaN,NaN
1484,232.84,73.01,NaN,NaN
1485,227.35,74.78,NaN,NaN
1486,338.62,50.20,NaN,NaN
1487,232.89,73.00,NaN,NaN
1488,252.34,67.37,NaN,NaN
1489,225.13,75.51,NaN,NaN
1490,218.86,77.67,NaN,NaN
1491,278.92,60.95,NaN,NaN
1492,238.93,71.15,NaN,NaN
1493,244.37,69.57,NaN,NaN
1494,238.05,71.41,NaN,NaN
1495,246.65,68.92,NaN,NaN
1496,225.11,75.52,NaN,NaN
1497,224.10,75.86,NaN,NaN
1498,243.21,69.90,NaN,NaN
1499,247.09,68.80,NaN,NaN
1500,261.55,65.00,NaN,NaN
1501,226.79,74.96,NaN,NaN
1502,262.34,64.80,NaN,NaN
1503,272.89,62.30,NaN,NaN
1504,324.03,52.46,NaN,NaN
1505,257.25,66.08,NaN,NaN
1506,257.00,66.15,NaN,NaN
1507,248.61,68.38,NaN,NaN
1508,235.75,72.11,NaN,NaN
1509,230.49,73.76,NaN,NaN
1510,233.41,72.83,NaN,NaN
1511,235.34,72.24,NaN,NaN
1512,225.79,75.29,NaN,NaN
1513,257.21,66.09,NaN,NaN
1514,252.59,67.30,NaN,NaN
1515,242.58,70.08,NaN,NaN
1516,231.04,73.58,NaN,NaN
1517,240.63,70.65,NaN,NaN
1518,226.41,75.09,NaN,NaN
1519,213.93,79.46,NaN,NaN
1520,221.64,76.70,NaN,NaN
1521,238.32,71.33,NaN,NaN
1522,228.07,74.54,NaN,NaN
